,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
4500,BYU,2025-03-19,2025-05-22,64,Wednesday,568096,GBP,32593,499996,482879,0.06518652149217194,14.815420489062069,0.965765726125809,25-30,F,kshaw,ksmith@example.org,Kelly Ward,F,33
4501,KTR,2025-01-06,2025-12-25,353,Monday,392199,EUR,51497,500002,144181,0.1029935880256479,2.799794162766763,0.28836084655661376,20-35,F,kshaw,ksmith@example.org,Kelly Ward,F,33
4502,KTR,2023-08-01,2023-11-09,100,Tuesday,340285,USD,30824,500000,181431,0.061648,5.886030365948612,0.362862,25-30,F,kshaw,ksmith@example.org,Kelly Ward,F,33
4503,KTR,2025-05-07,2026-10-19,530,Wednesday,283184,USD,23490,499998,248704,0.04698018792075168,10.587654320987655,0.4974099896399586,20-40,M,dannyanderson,mary93@example.org,Stephanie Lawson,F,71
4504,KTR,2025-06-13,2026-05-20,341,Friday,797958,GBP,32800,499995,91407,0.06560065600656007,2.7867987804878047,0.1828158281582816,20-40,F,dannyanderson,mary93@example.org,Stephanie Lawson,F,71
4505,BYU,2024-01-08,2025-11-13,675,Monday,993922,USD,28380,499999,473648,0.05676011352022704,16.68949964763918,0.9472978945957892,45-65,F,eleonard,gail03@example.com,Todd King,M,56
4506,GRZ,2024-04-15,2025-12-15,609,Monday,511733,USD,37820,500000,58165,0.07564,1.5379428873611845,0.11633,30-35,M,eleonard,gail03@example.com,Todd King,M,56
4507,BYU,2025-06-30,2027-01-05,554,Monday,525136,GBP,57159,499997,281309,0.11431868591211547,4.9215171713990795,0.5626213757282543,25-50,A,eleonard,gail03@example.com,Todd King,M,56
4508,BYU,2024-11-26,2025-10-20,328,Tuesday,860475,EUR,4868,499998,39306,0.009736038944155777,8.074363188167625,0.0786123144492578,45-60,A,eleonard,gail03@example.com,Todd King,M,56
4509,KTR,2024-06-01,2025-01-05,218,Saturday,495304,USD,3862,500001,45490,0.0077239845520308955,11.778871051268773,0.09097981804036392,45-60,A,eleonard,gail03@example.com,Todd King,M,56
4510,KTR,2025-01-07,2026-03-19,436,Tuesday,331763,GBP,25490,500001,70712,0.05097989804020392,2.7741074931345624,0.1414237171525657,40-55,M,eleonard,gail03@example.com,Todd King,M,56
4511,BYU,2024-10-28,2025-02-14,109,Monday,750319,EUR,40661,500002,104324,0.08132167471330115,2.565701778116623,0.20864716541133835,25-50,A,eleonard,gail03@example.com,Todd King,M,56
4512,BYU,2024-01-04,2025-05-22,504,Thursday,440021,USD,43561,500001,415230,0.08712182575634848,9.53215031794495,0.8304583390833218,40-65,A,eleonard,gail03@example.com,Todd King,M,56
4513,BYU,2024-07-26,2025-09-24,425,Friday,101173,EUR,33803,500000,15403,0.067606,0.4556696151229181,0.030806,25-45,A,jessicarobinson,victoriagarcia@example.com,Robert Moss,M,57
4514,AKX,2025-05-24,2026-05-28,369,Saturday,275328,GBP,50975,499993,241803,0.10195142731998248,4.743560568906327,0.4836127705787881,35-45,F,jessicarobinson,victoriagarcia@example.com,Robert Moss,M,57
4515,GRZ,2023-09-28,2024-12-01,430,Thursday,256287,EUR,62734,499997,170201,0.12546875281251688,2.713058309688526,0.34040404242425454,25-50,A,jessicarobinson,victoriagarcia@example.com,Robert Moss,M,57
4516,BYU,2024-06-03,2025-08-27,450,Monday,665823,GBP,26447,500001,433996,0.05289389421221158,16.410027602374562,0.867990264019472,45-60,F,jessicarobinson,victoriagarcia@example.com,Robert Moss,M,57
4517,AKX,2024-06-17,2025-08-21,430,Monday,233681,USD,37749,500001,139440,0.075497849004302,3.693872685369149,0.2788794422411155,40-50,M,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4518,GRZ,2025-07-09,2027-02-27,598,Wednesday,83829,GBP,2821,500001,6467,0.005641988716022568,2.292449485997873,0.012933974132051737,35-55,M,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4519,AKX,2025-05-17,2026-09-13,484,Saturday,665584,USD,5320,499998,459457,0.01064004256017024,86.3640977443609,0.9189176756707027,35-40,A,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4520,BYU,2024-03-31,2025-06-12,438,Sunday,915100,USD,49617,499996,600330,0.09923479387835103,12.099280488542233,1.2006696053568429,40-55,A,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4521,AKX,2024-10-27,2026-10-18,721,Sunday,885068,USD,46790,500002,747965,0.09357962568149727,15.985573840564223,1.4959240163039347,40-55,A,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4522,GRZ,2025-01-28,2026-08-13,562,Tuesday,414766,USD,23637,500000,63143,0.047274,2.671362694081313,0.126286,40-50,A,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4523,AKX,2024-12-06,2025-10-07,305,Friday,487802,GBP,17179,499999,348465,0.03435806871613743,20.284358810175213,0.6969313938627877,35-60,F,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4524,KTR,2023-08-15,2025-04-23,617,Tuesday,253210,GBP,2593,499998,251912,0.005186020744082976,97.15079059005014,0.5038260153040612,35-60,F,patriciaowens,tbrown@example.net,Kenneth Miller,M,41
4525,AKX,2025-05-01,2027-02-04,644,Thursday,707587,EUR,22263,500000,489335,0.044526,21.97974217311234,0.97867,30-40,A,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4526,BYU,2025-04-29,2026-11-18,568,Tuesday,101543,USD,21271,499998,43714,0.04254217016868068,2.0550984909031076,0.08742834971339886,45-65,M,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4527,AKX,2024-05-02,2024-05-11,9,Thursday,836007,EUR,84962,500000,660426,0.169924,7.773192721451943,1.320852,35-60,F,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4528,AKX,2024-05-24,2025-06-21,393,Friday,997165,GBP,66991,500002,193201,0.1339814640741437,2.88398441581705,0.3864004543981824,20-40,M,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4529,GRZ,2025-02-16,2026-09-11,572,Sunday,877875,USD,55632,500000,831992,0.111264,14.955277538107564,1.663984,35-60,F,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4530,BYU,2025-07-12,2026-02-18,221,Saturday,918222,EUR,93554,499999,270142,0.18710837421674845,2.8875515744917375,0.5402850805701611,45-70,A,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4531,GRZ,2024-10-06,2025-04-30,206,Sunday,797946,USD,31149,500001,410923,0.06229787540424919,13.192173103470417,0.8218443563112874,45-65,M,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4532,KTR,2024-09-24,2026-07-13,657,Tuesday,188729,GBP,18346,499998,65487,0.03669214676858708,3.569551945928268,0.13097452389809558,40-55,A,haneyrebecca,woodnicole@example.net,Eric Cruz,M,33
4533,GRZ,2024-10-22,2026-07-17,633,Tuesday,204255,GBP,79256,500000,157059,0.158512,1.9816670031291006,0.314118,20-30,F,brockbrian,emontgomery@example.com,Laura Parker,F,68
4534,BYU,2024-08-16,2025-12-22,493,Friday,136635,USD,79318,499999,58318,0.15863631727263455,0.7352429461156358,0.11663623327246654,30-50,A,brockbrian,emontgomery@example.com,Laura Parker,F,68
4535,KTR,2023-12-28,2025-01-09,378,Thursday,172209,GBP,13478,499998,67560,0.026956107824431298,5.012613147351239,0.13512054048216193,20-45,M,brockbrian,emontgomery@example.com,Laura Parker,F,68
4536,BYU,2025-04-13,2026-12-30,626,Sunday,900373,EUR,89104,500000,639037,0.178208,7.171810468665829,1.278074,40-60,A,brockbrian,emontgomery@example.com,Laura Parker,F,68
4537,GRZ,2024-04-13,2024-12-23,254,Saturday,835574,GBP,52730,499999,127499,0.10546021092042183,2.4179594158922812,0.25499850999702,40-65,M,brockbrian,emontgomery@example.com,Laura Parker,F,68
4538,GRZ,2023-12-25,2024-05-17,144,Monday,658020,USD,41710,499997,483026,0.08342050052300314,11.580580196595541,0.9660577963467781,40-45,F,brockbrian,emontgomery@example.com,Laura Parker,F,68
4539,AKX,2024-11-25,2026-04-03,494,Monday,25289,USD,35821,500001,15059,0.07164185671628656,0.4203958571787499,0.03011793976412047,35-45,F,brockbrian,emontgomery@example.com,Laura Parker,F,68
4540,AKX,2023-12-06,2024-08-07,245,Wednesday,238450,EUR,69341,500002,50132,0.1386814452742189,0.7229777476529038,0.10026359894560422,20-45,F,brockbrian,emontgomery@example.com,Laura Parker,F,68
4541,AKX,2025-05-03,2027-04-19,716,Saturday,412563,USD,4853,499999,93290,0.009706019412038825,19.22316093138265,0.18658037316074633,20-25,M,nhansen,robertsonmary@example.net,Jasmine Jennings,F,89
4542,KTR,2025-03-29,2025-09-28,183,Saturday,122362,USD,89124,500001,42076,0.17824764350471298,0.4721062788923298,0.08415183169633661,30-45,A,nhansen,robertsonmary@example.net,Jasmine Jennings,F,89
4543,GRZ,2024-09-09,2026-08-12,702,Monday,626114,EUR,17293,500004,312878,0.03458572331421349,18.092754293644827,0.625750993992048,25-50,A,nhansen,robertsonmary@example.net,Jasmine Jennings,F,89
4544,KTR,2025-05-21,2026-04-17,331,Wednesday,91290,EUR,19223,499995,78397,0.038446384463844636,4.078291629818446,0.15679556795567956,20-30,A,nhansen,robertsonmary@example.net,Jasmine Jennings,F,89
4545,BYU,2024-03-20,2025-12-14,634,Wednesday,222298,USD,41078,500001,156313,0.08215583568832863,3.80527289546716,0.3126253747492505,35-45,A,nhansen,robertsonmary@example.net,Jasmine Jennings,F,89
4546,GRZ,2025-07-20,2026-01-03,167,Sunday,218169,EUR,54858,500002,106749,0.10971556113775545,1.945914907579569,0.21349714601141595,35-40,M,nhansen,robertsonmary@example.net,Jasmine Jennings,F,89
4547,GRZ,2025-05-08,2025-09-24,139,Thursday,127045,GBP,30537,500002,60168,0.06107375570497718,1.9703310737793496,0.12033551865792537,45-50,F,nhansen,robertsonmary@example.net,Jasmine Jennings,F,89
4548,KTR,2023-11-28,2024-02-11,75,Tuesday,326990,USD,40856,499999,61215,0.08171216342432684,1.4983111415703936,0.12243024486048971,20-45,M,joseph43,george21@example.com,Tracey Parrish,F,88
4549,GRZ,2025-04-25,2026-07-22,453,Friday,640521,USD,32062,499997,270531,0.06412438474630848,8.437745617865385,0.5410652463914783,40-45,F,joseph43,george21@example.com,Tracey Parrish,F,88
4550,KTR,2025-02-18,2025-10-21,245,Tuesday,647304,EUR,14354,499998,212212,0.02870811483245933,14.784171659467745,0.4244256977027908,35-40,M,joseph43,george21@example.com,Tracey Parrish,F,88
4551,GRZ,2024-02-21,2025-07-06,501,Wednesday,550158,GBP,48848,499998,307361,0.09769639078556314,6.292192106125123,0.6147244588978356,20-25,F,joseph43,george21@example.com,Tracey Parrish,F,88
4552,KTR,2024-01-20,2024-07-11,173,Saturday,699917,EUR,42229,500001,505341,0.08445783108433783,11.96668166425916,1.0106799786400427,20-35,F,joseph43,george21@example.com,Tracey Parrish,F,88
4553,BYU,2024-10-19,2024-12-13,55,Saturday,255987,USD,58402,499997,57471,0.11680470082820497,0.9840587651107838,0.11494268965613794,40-45,A,joseph43,george21@example.com,Tracey Parrish,F,88
4554,BYU,2023-10-28,2024-12-02,401,Saturday,551897,GBP,33273,500001,4295,0.06654586690826618,0.12908364139091755,0.00858998282003436,40-55,F,alawson,smithjohn@example.org,William Miller,M,26
4555,KTR,2023-08-10,2024-10-18,435,Thursday,711264,EUR,10381,499995,340161,0.02076220762207622,32.767652441961275,0.6803288032880329,30-40,F,alawson,smithjohn@example.org,William Miller,M,26
4556,BYU,2024-07-10,2024-07-11,1,Wednesday,936719,EUR,80210,499995,82715,0.16042160421604215,1.0312305198853011,0.16543165431654316,20-25,F,alawson,smithjohn@example.org,William Miller,M,26
4557,GRZ,2024-06-03,2025-09-29,483,Monday,46813,EUR,38268,500003,39630,0.07653554078675529,1.035591094386955,0.07925952444285335,40-50,M,alawson,smithjohn@example.org,William Miller,M,26
4558,KTR,2023-12-22,2025-09-10,628,Friday,733713,GBP,32528,499998,276997,0.0650562602250409,8.515648057058534,0.5539962159848639,25-30,A,alawson,smithjohn@example.org,William Miller,M,26
4559,KTR,2023-11-03,2025-09-15,682,Friday,298455,USD,88127,499998,271527,0.17625470501882007,3.081087521417954,0.5430561722246889,20-45,A,alawson,smithjohn@example.org,William Miller,M,26
4560,AKX,2023-11-05,2025-10-22,717,Sunday,404083,EUR,34588,500001,128645,0.0691758616482767,3.7193535330172316,0.25728948542102914,25-50,A,emily46,qbishop@example.org,Christopher Drake,M,32
4561,KTR,2023-08-16,2024-08-08,358,Wednesday,45889,USD,83754,499996,15192,0.1675093400747206,0.18138835160111755,0.030384243073944592,45-65,A,emily46,qbishop@example.org,Christopher Drake,M,32
4562,GRZ,2025-05-11,2026-02-27,292,Sunday,753413,USD,34353,500000,613695,0.068706,17.86437865688586,1.22739,35-45,M,emily46,qbishop@example.org,Christopher Drake,M,32
4563,KTR,2025-07-19,2025-11-04,108,Saturday,282292,USD,49647,499998,27913,0.09929439717758871,0.5622293391342881,0.05582622330489322,20-45,M,emily46,qbishop@example.org,Christopher Drake,M,32
4564,AKX,2025-01-02,2025-01-09,7,Thursday,293062,GBP,52681,499997,136100,0.10536263217579306,2.5834741178033824,0.27220163320979923,35-45,A,emily46,qbishop@example.org,Christopher Drake,M,32
4565,GRZ,2025-01-08,2026-09-12,612,Wednesday,726937,EUR,28361,500002,560563,0.05672177311290755,19.76527625965234,1.121121515513938,45-55,A,emily46,qbishop@example.org,Christopher Drake,M,32
4566,KTR,2024-04-04,2024-10-01,180,Thursday,124627,USD,30528,499998,10623,0.0610562442249769,0.3479756289308176,0.021246084984339938,20-40,F,emily46,qbishop@example.org,Christopher Drake,M,32
4567,KTR,2023-09-23,2024-09-10,353,Saturday,677890,EUR,23494,500001,436912,0.04698790602418795,18.59674810589938,0.8738222523554953,25-45,A,emily46,qbishop@example.org,Christopher Drake,M,32
4568,GRZ,2023-09-05,2025-08-12,707,Tuesday,280566,GBP,40418,499999,250775,0.08083616167232334,6.204537582265328,0.5015510031020062,30-45,M,danielvalenzuela,maldonadolindsey@example.org,Michael Ryan,M,54
4569,GRZ,2023-11-04,2025-04-29,542,Saturday,477047,USD,51961,500000,90474,0.103922,1.7411905082658148,0.180948,20-35,M,danielvalenzuela,maldonadolindsey@example.org,Michael Ryan,M,54
4570,GRZ,2025-04-15,2026-04-23,373,Tuesday,887049,USD,16987,499997,495655,0.033974203845223074,29.178489433095898,0.9913159478956873,30-35,F,wwalsh,jacksoncarrie@example.org,Evan Cummings,M,38
4571,AKX,2024-07-02,2024-08-16,45,Tuesday,571568,EUR,25644,499998,215255,0.051288205152820614,8.393971299329278,0.4305117220468882,40-45,M,wwalsh,jacksoncarrie@example.org,Evan Cummings,M,38
4572,BYU,2024-12-12,2026-07-30,595,Thursday,127016,USD,44358,499998,60979,0.08871635486541946,1.3747012940168628,0.12195848783395133,40-45,F,wwalsh,jacksoncarrie@example.org,Evan Cummings,M,38
4573,BYU,2023-11-06,2024-01-05,60,Monday,385221,USD,31992,499998,288182,0.06398425593702375,9.007939484871217,0.5763663054652218,20-30,F,wwalsh,jacksoncarrie@example.org,Evan Cummings,M,38
4574,AKX,2023-10-09,2025-05-13,582,Monday,554295,EUR,47754,499998,467714,0.09550838203352813,9.794237131968003,0.9354317417269669,45-55,A,wwalsh,jacksoncarrie@example.org,Evan Cummings,M,38
4575,BYU,2024-09-07,2026-05-09,609,Saturday,664070,USD,66353,500001,203913,0.13270573458853083,3.073154190466143,0.4078251843496313,40-65,A,christinajohnson,andrew99@example.com,Brian Madden,M,53
4576,AKX,2024-10-12,2025-01-22,102,Saturday,620050,USD,39688,499999,512067,0.0793761587523175,12.902313041725458,1.0241360482720965,30-50,A,christinajohnson,andrew99@example.com,Brian Madden,M,53
4577,GRZ,2024-09-05,2026-02-20,533,Thursday,950913,USD,55848,500001,723867,0.11169577660844679,12.961377309840996,1.447731104537791,35-50,A,christinajohnson,andrew99@example.com,Brian Madden,M,53
4578,GRZ,2023-10-23,2025-02-10,476,Monday,570029,USD,50530,500000,507015,0.10106,10.033940233524639,1.01403,25-30,A,christinajohnson,andrew99@example.com,Brian Madden,M,53
4579,KTR,2025-06-28,2026-12-02,522,Saturday,662242,EUR,33943,499996,333320,0.06788654309234474,9.819992340099578,0.6666453331626653,25-40,A,christinajohnson,andrew99@example.com,Brian Madden,M,53
4580,BYU,2023-11-08,2025-04-25,534,Wednesday,487064,EUR,14222,500001,364743,0.028443943112113776,25.646392912389256,0.729484541030918,30-40,A,fjohnson,hwilson@example.org,Brianna Nguyen,F,71
4581,BYU,2024-05-04,2025-02-03,275,Saturday,69436,USD,10594,499999,938,0.02118804237608475,0.08854068340570134,0.001876003752007504,30-55,A,fjohnson,hwilson@example.org,Brianna Nguyen,F,71
4582,KTR,2023-12-22,2024-10-08,291,Friday,810577,USD,8172,500003,226759,0.01634390193658838,27.748286833088596,0.45351527890832655,30-55,M,fjohnson,hwilson@example.org,Brianna Nguyen,F,71
4583,BYU,2024-05-07,2024-08-05,90,Tuesday,789091,GBP,14788,499999,115269,0.029576059152118306,7.794766026507979,0.23053846107692216,45-65,A,fjohnson,hwilson@example.org,Brianna Nguyen,F,71
4584,BYU,2024-02-29,2025-03-06,371,Thursday,642341,GBP,52358,500001,101734,0.10471579056841886,1.9430459528629818,0.20346759306481388,20-35,M,fjohnson,hwilson@example.org,Brianna Nguyen,F,71
4585,BYU,2024-03-03,2025-01-21,324,Sunday,17357,EUR,86208,499997,6243,0.17241703450220702,0.07241787305122495,0.0124860749164495,20-35,F,fjohnson,hwilson@example.org,Brianna Nguyen,F,71
4586,KTR,2025-01-29,2026-11-25,665,Wednesday,970898,GBP,59298,500001,486352,0.11859576280847438,8.201828054909104,0.9727020545958908,35-60,F,fjohnson,hwilson@example.org,Brianna Nguyen,F,71
4587,KTR,2025-05-05,2026-12-20,594,Monday,529074,USD,36746,499996,436117,0.07349258794070353,11.868421052631579,0.8722409779278234,40-45,F,quinncarrie,tracie04@example.org,Jessica Phillips,F,62
4588,KTR,2025-06-01,2025-08-09,69,Sunday,547793,EUR,55192,500000,423181,0.110384,7.667433686041456,0.846362,40-50,F,quinncarrie,tracie04@example.org,Jessica Phillips,F,62
4589,BYU,2024-07-09,2025-09-16,434,Tuesday,720399,GBP,20728,500001,4300,0.041455917088165824,0.20744886144345812,0.0085999828000344,30-50,A,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4590,KTR,2024-11-23,2025-06-07,196,Saturday,630237,GBP,25151,500000,173585,0.050302,6.901713649556678,0.34717,35-50,A,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4591,BYU,2023-08-24,2024-05-13,263,Thursday,474718,EUR,35799,500000,185775,0.071598,5.189390765105171,0.37155,30-55,A,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4592,BYU,2024-08-26,2025-03-07,193,Monday,410145,USD,76929,500000,237948,0.153858,3.093085832390906,0.475896,45-60,F,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4593,GRZ,2025-01-09,2026-03-30,445,Thursday,110286,USD,50276,500001,75823,0.10055179889640221,1.5081350942795768,0.1516456967086066,40-50,A,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4594,BYU,2023-11-13,2024-05-16,185,Monday,855332,GBP,25791,500001,339973,0.05158189683620633,13.181846380520337,0.6799446401107198,20-45,A,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4595,AKX,2024-05-27,2024-07-24,58,Monday,698251,GBP,49793,500000,476064,0.099586,9.560861968549796,0.952128,45-55,F,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4596,KTR,2025-01-28,2025-03-21,52,Tuesday,63330,EUR,71973,500000,14952,0.143946,0.20774457088074694,0.029904,45-65,M,wclay,matthewparrish@example.net,Kevin Weiss,O,56
4597,BYU,2025-02-22,2025-11-15,266,Saturday,361808,USD,73887,499996,52502,0.1477751822014576,0.7105715484455993,0.1050048400387203,40-60,M,bookererica,imurphy@example.com,Claudia Taylor DVM,F,51
4598,AKX,2024-09-15,2026-08-23,707,Sunday,579966,EUR,40133,500000,546465,0.080266,13.61635063414148,1.09293,40-60,F,bookererica,imurphy@example.com,Claudia Taylor DVM,F,51
4599,KTR,2024-07-08,2025-03-16,251,Monday,771380,USD,78317,500002,63458,0.15663337346650613,0.8102710777992007,0.12691549233803065,35-60,F,bookererica,imurphy@example.com,Claudia Taylor DVM,F,51
4600,AKX,2024-08-18,2026-05-28,648,Sunday,915181,GBP,44450,499999,623165,0.0889001778003556,14.019460067491563,1.2463324926649852,40-45,F,bookererica,imurphy@example.com,Claudia Taylor DVM,F,51
4601,GRZ,2023-12-10,2025-08-31,630,Sunday,445200,GBP,35432,500000,87295,0.070864,2.4637333483856403,0.17459,30-40,F,bookererica,imurphy@example.com,Claudia Taylor DVM,F,51
4602,AKX,2024-08-02,2024-10-24,83,Friday,649009,USD,17701,499997,360179,0.03540221241327448,20.347946443703744,0.720362322173933,40-45,A,bookererica,imurphy@example.com,Claudia Taylor DVM,F,51
4603,GRZ,2024-03-03,2025-05-20,443,Sunday,470352,GBP,21257,500001,455478,0.04251391497217005,21.42720045161594,0.9109541780916438,25-35,F,billywilliams,jordan29@example.net,Philip Hudson,O,40
4604,GRZ,2025-05-14,2025-08-26,104,Wednesday,782918,GBP,72872,500001,472654,0.14574370851258298,6.486085190470963,0.9453061093877813,35-60,F,billywilliams,jordan29@example.net,Philip Hudson,O,40
